edo,common_name,culture,pitches,cardinality,unique_step_sizes,step_mean_error_min,step_mean_error_max,step_mean_error,step_mean_error_cents,evenness_of_spread,EOS_sqrt,step_similarity,constituent_similarity,area,unevenness,consecutive_semitones,runs,IV_sum,smallest_step,step_sizes,symmetry_norm,symmetry_distinct,symmetry_manifestations,symmetry_ratio,symmetry_distinct_edges,unique_n_chords,unique_n_chords_prime,diatonic_n_chords,diagnostic_interval_count,diagnostic_intervals,diagnostic_combinations,roughness,coherence_quotient,sameness_quotient,rahn_differences,rahn_contradictions,rahn_ambiguities,cardinality_variety_ratio,mode_variance,m2,P5,Mm3,normal,normal_name,normal_as_12edo,normal12_name,normal_as_24edo,normal24_name,necklace_family,necklace_family_members,largest_error,mean_error
24,,Kauwerawet,0 8 12 19,4,4,0,11,1.5,75,0.0011935763888888881,0.034548174899535405,0.875,0.875,0.5831281875389611,0.5,0,4,6,200,"200,250,350,400",0.030303030303030276,11,12,1.0909090909090908,6,11,11,11,5,"4,5,7,8,11",9,0.09505400110233767,1,0.05555555555555558,17,0,0,0.7083333333333333,62.5,0,0,0,"0,4,11,16",24-67601,,24-67601,0 8 12 19,24-67601,8 7 5 4,6,25,17.75
24,,Bushmen,0 10 14 19,4,3,0,11,2,100,0.0037977430555555577,0.06162583107395435,0.8333333333333334,0.7962962962962963,0.52487343522946,2.5,0,3,6,200,"200,250,500",0.07407407407407411,9,11,1.2222222222222223,4,9,9,10,3,"4,9,10",6,0.10968004503635477,0.4285714285714286,0.11111111111111116,16,2,2,0.775,112.5,0,2,0,"0,4,9,14",24-16913,,24-16913,0 10 14 19,24-16913,10 5 5 4,3,11,6.25
24,,Vietnam,0 4 6 14 18,5,4,0,11,1.7600000000000002,88.00000000000001,0.002777777777777778,0.05270462766947299,0.8533333333333333,0.8333333333333334,0.6522290862041957,5.0666666666666655,1,5,10,100,"100,200,300,400",0.07142857142857145,21,27,1.2857142857142858,6,21,21,22,4,"2,6,8,12",15,0.2105226515646367,0.8,0.19999999999999996,32,2,3,0.6793650793650793,120,1,3,1,"0,4,10,14,16",24-82961,0 2 3 7 9,12-421,0 4 6 14 18,24-82961,8 6 4 4 2,12,20,11.2
24,,Unique,0 10 14 18 22,5,3,0,11,2.0799999999999996,103.99999999999999,0.0055555555555555575,0.074535599249993,0.8266666666666667,0.7407407407407407,0.572651614658247,6.133333333333333,1,3,10,100,"100,200,500",0.07142857142857145,21,27,1.2857142857142858,6,21,21,22,4,"2,6,10,12",15,0.2354458740735474,0.52,0.19999999999999996,32,9,3,0.6793650793650793,160,1,2,1,"0,4,8,12,14",24-20753,0 5 7 9 11,12-213,0 10 14 18 22,24-20753,10 4 4 4 2,4,0,0
24,,Sasak,0 2 9 11 16,5,4,0,11,2.2399999999999998,111.99999999999999,0.0034722222222222225,0.05892556509887896,0.8133333333333334,0.8333333333333334,0.6044509067754086,5.2,1,5,10,100,"100,250,350,400",0.03260869565217389,23,26,1.1304347826086956,7,23,23,24,5,"5,7,8,10,11",19,0.21706889300402715,0.8,0.09999999999999998,36,3,2,0.6333333333333334,120,2,1,0,"0,2,9,11,16",24-68101,,24-68101,0 2 9 11 16,24-68101,8 7 5 2 2,12,20,10.8
24,,Ethiopia,0 3 10 12 19,5,4,0,11,1.8399999999999999,92,0.0020833333333333337,0.045643546458763846,0.8466666666666667,0.8541666666666666,0.6533126208076806,4.533333333333333,1,5,10,100,"100,150,250,350",0.03125,24,27,1.125,8,24,24,24,6,"2,3,5,8,10,12",20,0.2048375623425959,0.96,0.09999999999999998,36,0,1,0.6333333333333334,90,1,1,0,"0,2,9,14,17",24-147973,,24-147973,0 3 10 12 19,24-147973,7 7 5 3 2,12,18,9.8
24,,Ethiopia,0 2 9 14 17,5,4,0,11,1.8399999999999999,92,0.0020833333333333324,0.04564354645876383,0.8466666666666667,0.8541666666666666,0.6533126208076806,4.533333333333333,1,5,10,100,"100,150,250,350",0.03125,24,27,1.125,8,24,24,24,6,"2,3,5,8,10,12",20,0.20483756234259584,0.96,0.09999999999999998,36,0,1,0.6333333333333334,90,1,1,0,"0,2,9,14,17",24-147973,,24-147973,0 2 9 14 17,24-147973,7 7 5 3 2,12,21,10.4
24,,Bali,0 3 6 13 16,5,3,0,11,2.16,108,0.0029166666666666655,0.05400617248673216,0.82,0.8333333333333334,0.6291827123283997,5.066666666666666,0,4,10,150,"150,350,400",0.059523809523809534,21,26,1.2380952380952381,6,21,21,21,3,"6,7,8",16,0.22279575329678858,0.84,0.25,30,4,0,0.7111111111111111,100,0,2,1,"0,3,6,13,16",24-73801,,24-73801,0 3 6 13 16,24-73801,8 7 3 3 3,4,19,9.8
24,,Ethiopia,0 4 8 15 17,5,3,0,11,1.7600000000000002,88.00000000000001,0.0018055555555555533,0.042491829279939844,0.8533333333333333,0.8518518518518519,0.6627056590849099,4.533333333333333,1,4,10,100,"100,200,350",0.04545454545454547,22,26,1.1818181818181819,6,22,22,22,2,"2,8",17,0.2026894068427445,1,0.19999999999999996,32,0,0,0.6888888888888888,80,1,0,0,"0,2,9,13,17",24-139781,,24-139781,0 4 8 15 17,24-139781,7 7 4 4 2,6,23,13
24,,Ethiopia,0 7 11 14 21,5,3,0,11,1.7600000000000002,88.00000000000001,0.0018055555555555557,0.04249182927993988,0.8533333333333333,0.8703703703703703,0.6703750427227908,4.8,0,5,10,150,"150,200,350",0.09210526315789475,19,26,1.368421052631579,5,19,19,20,2,"4,11",13,0.20737065965585938,0.84,0.25,30,0,4,0.7388888888888889,80,0,3,0,"0,4,7,14,17",24-147601,,24-147601,0 7 11 14 21,24-147601,7 7 4 3 3,6,23,11.6
24,,Korea,0 3 9 14 17,5,4,0,11,1.44,72,0.0012499999999999987,0.035355339059327355,0.88,0.8958333333333334,0.6916977619592384,4.533333333333333,0,5,10,150,"150,250,300,350",0.020833333333333315,24,26,1.0833333333333333,8,24,24,24,6,"5,6,7,8,9,11",21,0.19904106174246555,1,0.09999999999999998,36,0,0,0.6333333333333334,70,0,2,1,"0,3,9,14,17",24-147977,,24-147977,0 3 9 14 17,24-147977,7 6 5 3 3,12,23,7.8
24,,South Pacific,0 4 7 14 18,5,4,0,11,1.3599999999999999,68,0.001388888888888888,0.03726779962499648,0.8866666666666667,0.875,0.7010908002364676,4.8,0,5,10,150,"150,200,300,350",0.059523809523809534,21,26,1.2380952380952381,6,21,21,22,4,"3,6,7,11",16,0.19905860886508492,0.92,0.19999999999999996,32,0,2,0.6793650793650793,80,0,3,0,"0,4,10,14,17",24-148497,,24-148497,0 4 7 14 18,24-148497,7 6 4 4 3,12,20,8
24,,Lao,0 4 10 14 18,5,2,0,11,0.96,48,0.0005555555555555553,0.02357022603955158,0.92,0.9166666666666666,0.7318065577501445,4.533333333333332,0,4,10,200,"200,300",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,8,7,0.188212157700168,1,0.5,20,0,0,1,40,0,4,2,"0,4,8,14,18",24-278801,0 2 5 7 9,12-661,0 4 10 14 18,24-278801,6 6 4 4 4,2,13,5.8
24,,Vietnam,0 4 10 14 18,5,2,0,11,0.96,48,0.0005555555555555553,0.02357022603955158,0.92,0.9166666666666666,0.7318065577501445,4.533333333333332,0,4,10,200,"200,300",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,8,7,0.188212157700168,1,0.5,20,0,0,1,40,0,4,2,"0,4,8,14,18",24-278801,0 2 5 7 9,12-661,0 4 10 14 18,24-278801,6 6 4 4 4,2,18,7.6
24,,Sasak,0 4 8 14 18,5,2,0,11,0.96,48,0.0005555555555555552,0.023570226039551577,0.92,0.9166666666666666,0.7318065577501445,4.533333333333332,0,4,10,200,"200,300",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,8,7,0.188212157700168,1,0.5,20,0,0,1,40,0,4,2,"0,4,8,14,18",24-278801,0 2 4 7 9,12-661,0 4 8 14 18,24-278801,6 6 4 4 4,2,14,6.4
24,,Cambodia,0 4 8 14 17,5,4,0,11,1.3599999999999999,68,0.0011111111111111096,0.03333333333333331,0.8866666666666667,0.875,0.7010908002364676,4.533333333333333,0,4,10,150,"150,200,300,350",0.020833333333333315,24,26,1.0833333333333333,8,24,24,24,6,"3,6,7,8,9,11",21,0.1970244625803405,1,0.09999999999999998,36,0,0,0.6333333333333334,70,0,2,1,"0,4,8,14,17",24-147729,,24-147729,0 4 8 14 17,24-147729,7 6 4 4 3,12,25,16
24,,Unique,0 4 8 14 18,5,2,0,11,0.96,48,0.0005555555555555552,0.023570226039551577,0.92,0.9166666666666666,0.7318065577501445,4.533333333333332,0,4,10,200,"200,300",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,8,7,0.188212157700168,1,0.5,20,0,0,1,40,0,4,2,"0,4,8,14,18",24-278801,0 2 4 7 9,12-661,0 4 8 14 18,24-278801,6 6 4 4 4,2,16,8
24,,Cambodia,0 4 8 14 18,5,2,0,11,0.96,48,0.0005555555555555552,0.023570226039551577,0.92,0.9166666666666666,0.7318065577501445,4.533333333333332,0,4,10,200,"200,300",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,8,7,0.188212157700168,1,0.5,20,0,0,1,40,0,4,2,"0,4,8,14,18",24-278801,0 2 4 7 9,12-661,0 4 8 14 18,24-278801,6 6 4 4 4,2,20,8
24,,Banyoro,0 4 10 14 18,5,2,0,11,0.96,48,0.0005555555555555553,0.02357022603955158,0.92,0.9166666666666666,0.7318065577501445,4.533333333333332,0,4,10,200,"200,300",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,8,7,0.188212157700168,1,0.5,20,0,0,1,40,0,4,2,"0,4,8,14,18",24-278801,0 2 5 7 9,12-661,0 4 10 14 18,24-278801,6 6 4 4 4,2,9,4.8
24,,Banyoro,0 4 10 14 18,5,2,0,11,0.96,48,0.0005555555555555553,0.02357022603955158,0.92,0.9166666666666666,0.7318065577501445,4.533333333333332,0,4,10,200,"200,300",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,8,7,0.188212157700168,1,0.5,20,0,0,1,40,0,4,2,"0,4,8,14,18",24-278801,0 2 5 7 9,12-661,0 4 10 14 18,24-278801,6 6 4 4 4,2,9,5
24,,Bali,0 6 10 15 20,5,3,0,11,0.64,32,0.0002777777777777781,0.016666666666666677,0.9466666666666667,0.9444444444444444,0.7422831306308585,4.533333333333333,0,4,10,200,"200,250,300",0.07500000000000001,20,26,1.3,5,20,20,20,1,6,14,0.18404628182352317,1,0.30000000000000004,28,0,0,0.7555555555555555,30,0,3,0,"0,4,9,14,18",24-279057,,24-279057,0 6 10 15 20,24-279057,6 5 5 4 4,6,12,6.2
24,,Unique,0 5 10 14 19,5,2,0,11,0.3200000000000001,16.000000000000007,0.00013888888888888883,0.01178511301977579,0.9733333333333333,0.9583333333333334,0.7527597035115726,4.533333333333333,0,3,10,200,"200,250",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,4,7,0.18077845012437938,1,0.5,20,0,0,1,20,0,3,0,"0,4,9,14,19",24-541201,,24-541201,0 5 10 14 19,24-541201,5 5 5 5 4,1,23,11.8
24,,Unique,0 4 9 14 19,5,2,0,11,0.3200000000000001,16.000000000000007,0.00013888888888888886,0.01178511301977579,0.9733333333333333,0.9583333333333334,0.7527597035115726,4.533333333333333,0,2,10,200,"200,250",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,4,7,0.18077845012437938,1,0.5,20,0,0,1,20,0,3,0,"0,4,9,14,19",24-541201,,24-541201,0 4 9 14 19,24-541201,5 5 5 5 4,1,20,8.8
24,,Unique,0 4 9 14 19,5,2,0,11,0.3200000000000001,16.000000000000007,0.00013888888888888886,0.01178511301977579,0.9733333333333333,0.9583333333333334,0.7527597035115726,4.533333333333333,0,2,10,200,"200,250",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,4,7,0.18077845012437938,1,0.5,20,0,0,1,20,0,3,0,"0,4,9,14,19",24-541201,,24-541201,0 4 9 14 19,24-541201,5 5 5 5 4,1,17,6.6
24,,Unique,0 4 9 14 19,5,2,0,11,0.3200000000000001,16.000000000000007,0.00013888888888888886,0.01178511301977579,0.9733333333333333,0.9583333333333334,0.7527597035115726,4.533333333333333,0,2,10,200,"200,250",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,4,7,0.18077845012437938,1,0.5,20,0,0,1,20,0,3,0,"0,4,9,14,19",24-541201,,24-541201,0 4 9 14 19,24-541201,5 5 5 5 4,1,19,6
24,,Unique,0 5 9 14 19,5,2,0,11,0.3200000000000001,16.000000000000007,0.00013888888888888864,0.011785113019775782,0.9733333333333333,0.9583333333333334,0.7527597035115725,4.533333333333333,0,3,10,200,"200,250",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,4,7,0.1807784501243794,1,0.5,20,0,0,1,20,0,3,0,"0,4,9,14,19",24-541201,,24-541201,0 5 9 14 19,24-541201,5 5 5 5 4,1,22,5.6
24,,Gamelan,0 5 10 15 19,5,2,0,11,0.3200000000000001,16.000000000000007,0.000138888888888889,0.011785113019775797,0.9733333333333333,0.9583333333333334,0.7527597035115726,4.533333333333333,0,3,10,200,"200,250",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,4,7,0.18077845012437938,1,0.5,20,0,0,1,20,0,3,0,"0,4,9,14,19",24-541201,,24-541201,0 5 10 15 19,24-541201,5 5 5 5 4,1,25,12.6
24,,Unique,0 5 9 14 19,5,2,0,11,0.3200000000000001,16.000000000000007,0.00013888888888888864,0.011785113019775782,0.9733333333333333,0.9583333333333334,0.7527597035115725,4.533333333333333,0,3,10,200,"200,250",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,4,7,0.1807784501243794,1,0.5,20,0,0,1,20,0,3,0,"0,4,9,14,19",24-541201,,24-541201,0 5 9 14 19,24-541201,5 5 5 5 4,1,23,7.8
24,,Unique,0 4 9 14 19,5,2,0,11,0.3200000000000001,16.000000000000007,0.00013888888888888886,0.01178511301977579,0.9733333333333333,0.9583333333333334,0.7527597035115726,4.533333333333333,0,2,10,200,"200,250",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,4,7,0.18077845012437938,1,0.5,20,0,0,1,20,0,3,0,"0,4,9,14,19",24-541201,,24-541201,0 4 9 14 19,24-541201,5 5 5 5 4,1,25,12
24,,Unique,0 5 9 14 19,5,2,0,11,0.3200000000000001,16.000000000000007,0.00013888888888888864,0.011785113019775782,0.9733333333333333,0.9583333333333334,0.7527597035115725,4.533333333333333,0,3,10,200,"200,250",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,4,7,0.1807784501243794,1,0.5,20,0,0,1,20,0,3,0,"0,4,9,14,19",24-541201,,24-541201,0 5 9 14 19,24-541201,5 5 5 5 4,1,14,9.2
24,,Unique,0 5 9 14 19,5,2,0,11,0.3200000000000001,16.000000000000007,0.00013888888888888864,0.011785113019775782,0.9733333333333333,0.9583333333333334,0.7527597035115725,4.533333333333333,0,3,10,200,"200,250",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,4,7,0.1807784501243794,1,0.5,20,0,0,1,20,0,3,0,"0,4,9,14,19",24-541201,,24-541201,0 5 9 14 19,24-541201,5 5 5 5 4,1,20,7.4
24,,Unique,0 5 10 15 19,5,2,0,11,0.3200000000000001,16.000000000000007,0.000138888888888889,0.011785113019775797,0.9733333333333333,0.9583333333333334,0.7527597035115726,4.533333333333333,0,3,10,200,"200,250",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,4,7,0.18077845012437938,1,0.5,20,0,0,1,20,0,3,0,"0,4,9,14,19",24-541201,,24-541201,0 5 10 15 19,24-541201,5 5 5 5 4,1,22,14
24,,Pygmie,0 5 9 14 19,5,2,0,11,0.3200000000000001,16.000000000000007,0.00013888888888888864,0.011785113019775782,0.9733333333333333,0.9583333333333334,0.7527597035115725,4.533333333333333,0,3,10,200,"200,250",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,4,7,0.1807784501243794,1,0.5,20,0,0,1,20,0,3,0,"0,4,9,14,19",24-541201,,24-541201,0 5 9 14 19,24-541201,5 5 5 5 4,1,21,12.2
24,,Unique,0 5 9 14 19,5,2,0,11,0.3200000000000001,16.000000000000007,0.00013888888888888864,0.011785113019775782,0.9733333333333333,0.9583333333333334,0.7527597035115725,4.533333333333333,0,3,10,200,"200,250",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,4,7,0.1807784501243794,1,0.5,20,0,0,1,20,0,3,0,"0,4,9,14,19",24-541201,,24-541201,0 5 9 14 19,24-541201,5 5 5 5 4,1,20,11.4
24,,Unique,0 5 10 15 19,5,2,0,11,0.3200000000000001,16.000000000000007,0.000138888888888889,0.011785113019775797,0.9733333333333333,0.9583333333333334,0.7527597035115726,4.533333333333333,0,3,10,200,"200,250",0.18333333333333335,15,26,1.7333333333333334,4,15,15,15,1,4,7,0.18077845012437938,1,0.5,20,0,0,1,20,0,3,0,"0,4,9,14,19",24-541201,,24-541201,0 5 10 15 19,24-541201,5 5 5 5 4,1,21,12.2
24,,Vietnam,0 7 10 14 21 23,6,5,0,11,2,100,0.003906250000000002,0.06250000000000001,0.8333333333333334,0.86,0.6786053051434908,3.6666666666666674,1,6,15,50,"50,100,150,200,350",0.032653061224489785,49,57,1.163265306122449,9,49,49,55,7,"1,2,3,4,8,9,11",42,0.3548676862154172,0.6615384615384615,0.053333333333333344,71,10,12,0.6737179487179488,133.33333333333334,1,3,0,"0,2,3,10,13,17",24-140301,,24-140301,0 7 10 14 21 23,24-140301,7 7 4 3 2 1,60,23,9.333333333333334
24,,Unique,0 7 10 14 16 22,6,5,0,11,1.6666666666666667,83.33333333333334,0.00217013888888889,0.046584749531245626,0.8611111111111112,0.86,0.7224135194729153,2.6666666666666665,1,6,15,100,"100,150,200,300,350",0.027450980392156855,51,58,1.1372549019607843,9,51,51,55,6,"3,4,6,7,9,10",43,0.3422388705723229,0.8153846153846154,0.06666666666666665,70,4,8,0.6737179487179488,100,2,2,1,"0,3,7,9,15,17",24-164489,,24-164489,0 7 10 14 16 22,24-164489,7 6 4 3 2 2,60,0,0
24,,Unique,0 4 10 14 17 22,6,5,0,11,1,50,0.001398533950617285,0.03739697782732296,0.9166666666666666,0.9,0.7806682717824165,2.333333333333333,1,6,15,100,"100,150,200,250,300",0.027450980392156855,51,58,1.1372549019607843,10,51,51,54,6,"2,3,5,6,8,11",44,0.3323051875489362,0.9076923076923077,0.09333333333333338,68,0,6,0.6833333333333333,83.33333333333333,1,3,1,"0,4,7,12,14,18",24-282769,,24-282769,0 4 10 14 17 22,24-282769,6 5 4 4 3 2,60,0,0
24,,Unique,0 4 6 14 17 22,6,5,0,11,1.6666666666666667,83.33333333333334,0.0033275462962962985,0.05768488793693109,0.8611111111111112,0.86,0.7010908002364677,3.9999999999999996,1,6,15,100,"100,150,200,250,400",0.031372549019607864,51,59,1.1568627450980393,9,51,51,55,7,"3,4,5,7,8,10,11",44,0.3574349259303899,0.6615384615384615,0.053333333333333344,71,12,10,0.6737179487179488,125,2,2,2,"0,3,8,10,14,16",24-83209,,24-83209,0 4 6 14 17 22,24-83209,8 5 4 3 2 2,60,0,0
24,,Angola,0 3 7 11 13 17,6,4,0,11,1,50,0.002170138888888887,0.0465847495312456,0.9166666666666666,0.875,0.7593455525459688,3.3333333333333326,1,5,15,100,"100,150,200,350",0.0375,48,57,1.1875,8,48,48,52,5,"2,3,7,8,11",40,0.34468828704130966,0.7538461538461538,0.1333333333333333,65,8,8,0.702591706539075,100,1,3,1,"0,3,7,11,13,17",24-141449,,24-141449,0 3 7 11 13 17,24-141449,7 4 4 4 3 2,20,24,8.166666666666666
24,,Unique,0 7 10 14 17 20,6,3,0,11,1,50,0.002121913580246912,0.046064233199380536,0.9166666666666666,0.8703703703703703,0.7670149361838496,3.6666666666666665,0,5,15,150,"150,200,350",0.09230769230769229,39,57,1.4615384615384615,6,39,39,47,2,"6,11",27,0.3469560896083408,0.6923076923076923,0.2666666666666667,55,8,12,0.7723039215686275,91.66666666666667,0,4,0,"0,3,7,10,13,17",24-140425,,24-140425,0 7 10 14 17 20,24-140425,7 4 4 3 3 3,10,0,0
24,,Unique,0 6 10 14 17 20,6,3,0,11,0.6666666666666666,33.33333333333333,0.001398533950617283,0.03739697782732293,0.9444444444444444,0.9074074074074074,0.7977306936975266,2.9999999999999996,0,4,15,150,"150,200,300",0.05909090909090908,44,57,1.2954545454545454,7,44,44,50,3,"6,8,11",34,0.3341262631068895,0.8461538461538461,0.18666666666666665,61,0,10,0.7328947368421054,75,0,4,2,"0,4,8,11,14,18",24-280849,,24-280849,0 6 10 14 17 20,24-280849,6 4 4 4 3 3,10,0,0
24,,Unique,0 4 8 10 14 18 22,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362809,0.023809523809523805,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809524,1,4,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.4884270896918715,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 2 4 5 7 9 11,12-1387,0 4 8 10 14 18 22,24-1119301,4 4 4 4 4 2 2,3,22,10.25
24,,Bali,0 3 6 10 13 15 17,7,4,0,11,1.1836734693877549,59.18367346938774,0.002409297052154192,0.0490845907811626,0.9013605442176871,0.875,0.7883376554202973,6.190476190476191,2,5,21,100,"100,150,200,350",0.03104575163398693,102,121,1.1862745098039216,10,102,102,113,6,"4,5,6,9,11,12",86,0.5316166764415196,0.7428571428571429,0.09523809523809523,114,15,21,0.5968067226890756,121.42857142857142,2,3,0,"0,3,6,10,13,15,17",24-173129,,24-173129,0 3 6 10 13 15 17,24-173129,7 4 3 3 3 2 2,60,22,12.428571428571429
24,,Unique,0 2 5 10 13 15 19,7,4,0,11,1.0612244897959182,53.06122448979591,0.000992063492063491,0.031497039417435584,0.9115646258503401,0.9166666666666666,0.8295299858146883,5.1428571428571415,1,7,21,100,"100,150,200,250",0.02750809061488672,103,120,1.1650485436893203,10,103,103,109,4,"4,6,7,9",90,0.5024330217576297,0.9285714285714286,0.17460317460317465,104,0,10,0.6194805194805195,64.28571428571429,2,3,1,"0,2,5,10,13,15,19",24-566309,,24-566309,0 2 5 10 13 15 19,24-566309,5 5 4 3 3 2 2,90,21,10.571428571428571
24,,Unique,0 2 5 11 13 15 18,7,3,0,11,1.469387755102041,73.46938775510205,0.002125850340136052,0.04610694459770732,0.8775510204081632,0.8703703703703703,0.7821213798609206,5.857142857142856,2,6,21,100,"100,150,300",0.04838709677419354,93,120,1.2903225806451613,10,93,93,93,3,"4,7,10",70,0.5298109666359926,0.8571428571428572,0.2857142857142857,90,20,0,0.6947619047619048,92.85714285714286,3,1,0,"0,2,4,7,13,15,18",24-303253,,24-303253,0 2 5 11 13 15 18,24-303253,6 6 3 3 2 2 2,30,25,13.285714285714286
24,,Unique,0 4 8 10 14 18 20,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362807,0.023809523809523798,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809523,1,5,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 2 4 5 7 9 10,12-1387,0 4 8 10 14 18 20,24-1119301,4 4 4 4 4 2 2,3,8,3.7142857142857144
24,,Unique,0 4 6 10 14 18 20,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362814,0.023809523809523815,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809523,1,5,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 2 3 5 7 9 10,12-1387,0 4 6 10 14 18 20,24-1119301,4 4 4 4 4 2 2,3,6,3.4285714285714284
24,,Unique,0 2 6 10 12 16 20,7,2,0,11,0.8163265306122448,40.81632653061224,0.0005668934240362812,0.023809523809523808,0.9319727891156463,0.9166666666666666,0.8483160623691466,4.523809523809523,1,4,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 1 3 5 6 8 10,12-1387,0 2 6 10 12 16 20,24-1119301,4 4 4 4 4 2 2,3,12,6
24,,Unique,0 4 6 10 14 18 20,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362814,0.023809523809523815,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809523,1,5,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 2 3 5 7 9 10,12-1387,0 4 6 10 14 18 20,24-1119301,4 4 4 4 4 2 2,3,22,8.571428571428571
24,,Kora,0 4 8 12 14 18 22,7,2,0,11,0.816326530612245,40.81632653061225,0.000566893424036281,0.023809523809523805,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809523,1,4,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 2 4 6 7 9 11,12-1387,0 4 8 12 14 18 22,24-1119301,4 4 4 4 4 2 2,3,15,6.857142857142857
24,,Unique,0 4 7 9 13 18 22,7,4,0,11,0.9387755102040816,46.93877551020408,0.0012755102040816334,0.035714285714285726,0.9217687074829932,0.9166666666666666,0.8389230240919174,5.404761904761904,1,7,21,100,"100,150,200,250",0.05311355311355311,91,120,1.3186813186813187,9,91,91,105,4,"3,5,7,10",69,0.5010561180569068,0.8642857142857143,0.19047619047619047,102,1,18,0.63779787574854,78.57142857142857,2,1,0,"0,4,6,10,13,15,19",24-566353,,24-566353,0 4 7 9 13 18 22,24-566353,5 4 4 4 3 2 2,60,22,8.857142857142858
24,,Ghana,0 4 6 10 14 16 22,7,3,0,11,1.2244897959183674,61.224489795918366,0.0011337868480725615,0.03367175148507368,0.8979591836734694,0.8888888888888888,0.8113840292960932,4.523809523809524,1,6,21,100,"100,200,300",0.09465020576131689,81,127,1.5679012345679013,6,81,81,94,0,,51,0.4961702636517886,0.8714285714285714,0.3492063492063492,82,0,18,0.7104978354978355,71.42857142857143,3,4,5,"0,2,6,8,12,16,18",24-332101,0 2 3 5 7 8 11,12-859,0 4 6 10 14 16 22,24-332101,6 4 4 4 2 2 2,20,22,9.857142857142858
